active,empno,company,active_pos,posno,poscompany,fname,mi,lname,annual,salary,unitrate,normunit,payfreq,posstart,posstop,fulltimeequiv,lsalary,nextpay,nextincr,jobcode,jobtitle,lasthire,trans_date,reason,userdef1,userdef2,userdef3,userdef4,userdef5,userdef6,ann_cost,level1,level2,level3,level4,level5,lastact,hrmsreas,hrmsdate,race,sex,education
"A","      114","ZSI","A","184","ZSI","Judith","P","Rise",39100.00000,1503.84615,18.79808,173.33300,"M",05/11/1995,12/31/2099,1.00000,941.90000,07/01/2001,0.000,"SALES2","Sales Rep II",11/27/1988,06/04/2010,"Ab/Py","","","","","","",39100.00,"SALES/MKTG","SALES","HQ","","",06/04/2010,"MERIT",01/01/1999,"","",""
"A","      113","ZSI","I","184","ZSI","Richard","N","Rodriguez",23400.00000,450.00000,11.25000,40.00000,"W",01/21/1995,04/11/1995,1.00000,423.00000,06/01/1995,0.000,"QA","QA Inspector",07/28/1989,04/11/1995,"TRANS","","","","","","",23400.00,"CORP","QA","HQ","","",01/04/2000,"MERIT",06/01/1996,"","",""
"A","      118","ZSI","A","126","ZSI","Janet","A","Krause",40000.00000,1538.46154,19.23077,173.33300,"M",12/29/1997,12/31/2099,1.00000,852.40000,07/01/2001,0.000,"SALES2","Sales Rep II",03/09/1988,06/04/2010,"Ab/Py","","","","","","",40000.00,"SALES/MKTG","SALES","EAST","","",06/04/2010,"ADJUST",01/01/1999,"","",""
"A","113","ZSI","A","184","ZSI","Richard","Nathaniel","Rodriguez",29253.33000,562.56400,0.00000,80.00000,"B",01/01/2000,12/31/2099,1.00000,550.00000,07/01/2001,0.000,"BUYER","Raw Materials Buy",07/28/1989,01/01/2000,"Ab/At","","","","","","",29253.33,"OPERATIONS","MATERIALS","HQ","","",06/09/2010,"MERIT",01/01/2000,"","",""
"A","104","ZSI","A","100-2","ZSI","Zabrina","S","Smith",31138.45000,598.81640,0.00000,80.00000,"B",01/01/1999,12/31/2099,1.00000,575.36900,07/01/2001,0.000,"LINEIN","Assembly Line Ins",06/22/1986,01/01/1999,"Ab/At","","","","","","",31138.45,"OPERATIONS","MAN","HQ","","",06/09/2010,"PREVWPAY",01/01/1999,"","",""
"A","101","ZSI","A","149","ZSI","Donald","A","Adams",155000.00000,12916.66667,0.00000,173.33300,"M",04/01/2004,12/31/2099,1.00000,4676.92640,03/20/2005,0.000,"PRES","President",02/12/1976,04/01/2004,"Ab/At","","","","","","",155000.00,"CORP","ADMIN","HQ","","",06/09/2010,"MERIT",04/01/2004,"","",""
"A","106","ZSI","A","149","ZSI","Virgil","L","Brown",57150.00000,4762.50000,0.00000,173.33300,"M",04/01/2004,12/31/2099,1.00000,2211.08580,03/20/2005,0.000,"MGRENG","Manager, Engineer",05/22/1986,04/01/2004,"Ab/At","","","","","","",57150.00,"ENGINEERING","SOFTWARE","HQ","","",06/09/2010,"PREVWPAY",04/01/2004,"","",""
"A","109","ZSI","A","183","ZSI","Mary","Sue","Johnson",50000.00000,1923.07692,0.00000,173.33300,"M",01/01/1999,12/31/2099,1.00000,1779.43500,07/01/2001,0.000,"MGRHR","Manager, Human Re",06/12/1988,01/01/1999,"Ab/At","","","","","","",50000.00,"CORP","HR","HQ","","",06/09/2010,"PREVWPAY",01/01/1999,"","",""
"A","110","ZSI","A","184","ZSI","Mary","M","Huang",24429.45000,469.79720,0.00000,80.00000,"B",07/01/2002,12/31/2099,1.00000,440.44400,07/01/2001,0.000,"SECY3","Secretary III",09/27/1989,07/01/2002,"Ab/At","","","","","","",24429.45,"OPERATIONS","MAN","HQ","","",06/09/2010,"FMLA",07/01/2002,"","",""
"A","107","ZSI","A","184","ZSI","Marian","A","Juarez",21245.70000,408.57120,0.00000,80.00000,"B",05/15/2010,12/31/2099,1.00000,385.44440,07/01/2001,0.000,"SECY2","Secretary II",01/23/1989,05/15/2010,"Ab/At","","","","","","",21245.70,"CORP","ADMIN","HQ","","",06/09/2010,"PREVWPAY",05/15/2010,"","",""
"A","115","ZSI","A","209","ZSI","Richard","S","Peacock",37200.00000,1430.76923,0.00000,173.33300,"M",01/01/1999,12/31/2099,1.00000,1400.53846,07/01/2001,0.000,"SALES2","Sales Rep II",01/14/1988,01/01/1999,"Ab/At","","","","","","",37200.00,"SALES/MKTG","SALES","HQ","","",06/09/2010,"MERIT",01/01/1999,"","",""
"A","116","ZSI","A","126","ZSI","Sally","S","Smiley",18039.84000,346.92000,0.00000,80.00000,"B",01/01/2001,12/31/2099,1.00000,266.92000,07/01/2001,0.000,"OPER1","Machine Oper I",06/28/1989,01/01/2001,"Ab/At","","","","","","",18039.84,"OPERATIONS","MAN","HQ","","",06/09/2010,"PREVWPAY",01/01/2001,"","",""
"A","129","ZSI","A","029","ZSI","Wendy","Q","Thompson",36047.69000,693.22480,17.33062,80.00000,"B",06/09/2010,12/31/2099,0.75000,643.22496,07/01/2001,0.000,"QA","QA Inspector",06/27/1989,06/09/2010,"BUD","","","","","","",27035.77,"OPERATIONS","QA","HQ","","",06/09/2010,"PERFORM",01/01/2000,"","",""
"A","104","ZSI","A","100-2","ZSI","Zabrina","S","Smith",31138.45000,598.81640,14.97041,80.00000,"B",01/01/1999,12/31/2099,1.00000,575.36900,07/01/2001,0.000,"LINEIN","Assembly Line Ins",06/22/1986,06/09/2010,"Ab/Py","","","","","","",31138.45,"OPERATIONS","MAN","HQ","","",06/09/2010,"",/  /,"","",""
"A","700","ZSI","A","101","ZSI","Zaire","J","Daniels",60000.00000,0.00000,0.00000,80.00000,"B",01/01/1990,12/31/2099,1.00000,0.00000,01/01/2011,0.000,"100","AP Clerk",02/15/2005,01/01/1990,"","","","","","","",60000.00,"NYC","DUR","ACCT","","",/  /,"",/  /,"","",""
"A","700","ZSI","I","101","ZSI","Zaire","J","Daniels",60000.00000,0.00000,0.00000,80.00000,"B",01/01/1990,02/02/2011,1.00000,0.00000,01/01/2011,0.000,"100","AP Clerk",02/15/2005,02/02/2011,"SUPWHIM","","","","","","",60000.00,"NYC","DUR","ACCT","","",/  /,"",/  /,"","",""
" ","700","ZSI","A","101","ZSI","","","",0.00000,0.00000,0.00000,0.00000," ",02/02/2011,12/31/2099,1.00000,0.00000,/  /,0.000,"","",/  /,02/02/2011,"BUD","","","","","","",60000.00,"","","","","",02/02/2011,"",/  /,"","",""
"A","700","ZSI","A","101","ZSI","Zaire","J","Daniels",72000.00000,0.00000,0.00000,86.66667,"S",02/02/2011,12/31/2099,1.00000,0.00000,01/06/2011,0.000,"100","AP Clerk",02/17/2005,02/25/2011,"Ab/Ac/Py/J","","","","","","",72000.00,"NYC","DUR","ACCT","","",02/25/2011,"",/  /,"","",""
"A","116","ZSI","A","126","ZSI","Sally","S","Smiley",18039.84000,346.92000,8.67300,80.00000,"B",01/01/2001,12/31/2099,1.00000,266.92000,07/01/2001,0.000,"OPER1","Machine Oper I",06/28/1989,06/09/2010,"Ab/Py","","","","","","",18039.84,"OPERATIONS","MAN","HQ","","",06/09/2010,"",/  /,"","",""
"A","101","ZSI","A","149","ZSI","Donald","A","Adams",155000.00000,12916.66667,74.51937,173.33300,"M",04/01/2004,12/31/2099,1.00000,4676.92640,03/20/2005,0.000,"PRES","President",02/12/1976,06/09/2010,"Ab/Py","","","","","","",155000.00,"CORP","ADMIN","HQ","","",06/09/2010,"",/  /,"","",""
"A","106","ZSI","A","149","ZSI","Virgil","L","Brown",57150.00000,4762.50000,27.47601,173.33300,"M",04/01/2004,12/31/2099,1.00000,2211.08580,03/20/2005,0.000,"MGRENG","Manager, Engineer",05/22/1986,06/09/2010,"Ab/Py","","","","","","",57150.00,"ENGINEERING","SOFTWARE","HQ","","",06/09/2010,"",/  /,"","",""
"A","109","ZSI","A","183","ZSI","Mary","Sue","Johnson",50000.00000,1923.07692,24.03846,173.33300,"M",01/01/1999,12/31/2099,1.00000,1779.43500,07/01/2001,0.000,"MGRHR","Manager, Human Re",06/12/1988,06/09/2010,"Ab/Py","","","","","","",50000.00,"CORP","HR","HQ","","",06/09/2010,"",/  /,"","",""
"A","107","ZSI","A","184","ZSI","Marian","A","Juarez",21245.70000,408.57120,10.21428,80.00000,"B",05/15/2010,12/31/2099,1.00000,385.44440,07/01/2001,0.000,"SECY2","Secretary II",01/23/1989,06/09/2010,"Ab/Py","","","","","","",21245.70,"CORP","ADMIN","HQ","","",06/09/2010,"",/  /,"","",""
"A","110","ZSI","A","184","ZSI","Mary","M","Huang",24429.45000,469.79720,11.74493,80.00000,"B",07/01/2002,12/31/2099,1.00000,440.44400,07/01/2001,0.000,"SECY3","Secretary III",09/27/1989,06/09/2010,"Ab/Py","","","","","","",24429.45,"OPERATIONS","MAN","HQ","","",06/09/2010,"",/  /,"","",""
"A","113","ZSI","A","184","ZSI","Richard","Nathaniel","Rodriguez",29253.33000,562.56400,14.06410,80.00000,"B",01/01/2000,12/31/2099,1.00000,550.00000,07/01/2001,0.000,"BUYER","Raw Materials Buy",07/28/1989,06/09/2010,"Ab/Py","","","","","","",29253.33,"OPERATIONS","MATERIALS","HQ","","",06/09/2010,"",/  /,"","",""
"A","115","ZSI","A","209","ZSI","Richard","S","Peacock",37200.00000,1430.76923,17.88462,173.33300,"M",01/01/1999,12/31/2099,1.00000,1400.53846,07/01/2001,0.000,"SALES2","Sales Rep II",01/14/1988,06/09/2010,"Ab/Py","","","","","","",37200.00,"SALES/MKTG","SALES","HQ","","",06/09/2010,"",/  /,"","",""
"A","701","ZSI","A","141","ZSI","Donald","A","Adams",80000.00000,0.00000,0.00000,80.00000,"B",10/16/2010,12/31/2099,1.00000,0.00000,06/15/2011,0.000,"101","President",03/12/2002,10/16/2010,"Ab/At","","","","","","",80000.00,"HQ","ADM","ADM","","",02/25/2011,"d",01/01/2004,"","",""
"A","125","ZSI","A","141","ZSI","Deana","Sue","DeWitt",56350.00000,2167.30769,0.00000,80.00000,"B",04/15/2004,12/31/2099,1.00000,600.00000,03/20/2005,0.000,"LINEIN","Assembly Line Ins",01/31/2000,04/15/2004,"Ab/At","","","","","","",56350.00,"OPERATIONS","MAN","HQ","","",03/15/2011,"PROMO",04/15/2004,"","",""
"A","125","ZSI","A","141","ZSI","Deana","Sue","DeWitt",56350.00000,2167.30769,27.09135,40.00000,"B",04/15/2004,12/31/2099,1.00000,600.00000,03/20/2005,0.000,"LINEIN","Assembly Line Ins",01/31/2000,03/15/2011,"Ab/Py","","","","","","",112700.00,"OPERATIONS","MAN","HQ","","",03/15/2011,"PROMO",04/15/2004,"","",""
"A","125","ZSI","A","141","ZSI","Deana","Sue","DeWitt",56350.00000,2167.30769,27.09135,20.00000,"B",04/15/2004,12/31/2099,1.00000,600.00000,03/20/2005,0.000,"LINEIN","Assembly Line Ins",01/31/2000,03/15/2011,"Ab/Py","","","","","","",148289.47,"OPERATIONS","MAN","HQ","","",03/15/2011,"PROMO",04/15/2004,"","",""
"A","125","ZSI","A","141","ZSI","Deana","Sue","DeWitt",56350.00000,2167.30769,27.09135,30.00000,"B",04/15/2004,12/31/2099,0.38000,600.00000,03/20/2005,0.000,"LINEIN","Assembly Line Ins",01/31/2000,03/16/2011,"Ab/Py","","","","","","",148289.47,"OPERATIONS","MAN","HQ","","",03/16/2011,"PROMO",04/15/2004,"","",""
"A","203","ZSI","A","100-2","ZSI","Duke","H","Darkwolf",40560.00000,780.00000,0.00000,80.00000,"B",03/08/1999,12/31/2099,1.00000,0.00000,07/01/2001,0.000,"TECH2","Technician II",03/08/1999,03/08/1999,"Ab/At","","","","","","",40560.00,"ENGINEERING","HARDWARE","HQ","","",03/16/2011,"NEW HIRE",03/08/1999,"","",""
"A","      118","ZSI","I","126","ZSI","Janet","A","Krause",40000.00000,1538.46154,19.23077,173.33300,"M",12/29/1997,01/01/1999,1.00000,852.40000,07/01/2001,0.000,"SALES2","Sales Rep II",03/09/1988,01/01/1999,"Ab/At","","","","","","",40000.00,"SALES/MKTG","SALES","EAST","","",06/09/2010,"",/  /,"","",""
"T","      105","ZSI","I","183","ZSI","Pepper","S","Bandana",26757.79000,514.57280,12.86432,40.00000,"W",07/13/1997,12/31/2099,1.00000,0.00000,07/01/2001,0.000,"OPER2","Machine Oper II",04/16/1988,10/08/2009,"Ab/Ac/Py","","","","","","",26757.79,"OPERATIONS","MAN","HQ","","",10/08/2009,"",/  /,"","",""
"T","      105","ZSI","I","9999","ZSI","Pepper","S","Bandana",26757.79000,514.57280,12.86432,40.00000,"W",03/09/2009,12/31/2099,1.00000,0.00000,07/01/2001,0.000,"OPER2","Machine Oper II",04/16/1988,10/08/2009,"Ab/Ac/Py","","","","","","",26757.79,"OPERATIONS","MAN","HQ","","",10/08/2009,"",/  /,"","",""
"A","      130","ZSI","I","124","ZSI","Christine","E","Attwater",25303.49000,486.60560,12.16514,80.00000,"B",10/28/2004,07/12/1999,1.00000,280.00000,07/01/2001,0.000,"SECY3","Secretary III",07/12/1988,07/12/1999,"Ab/At","","","","","","",25303.49,"SALES/MKTG","SALES","HQ","","",06/09/2010,"",/  /,"","",""
"A","      141","ZSI","I","149","ZSI","Russell","R","Rogers",21140.00000,813.07692,10.16346,80.00000,"B",08/30/1991,05/26/1994,1.00000,390.00000,03/01/1995,0.000,"GARDENER","Gardener",11/06/1989,05/26/1994,"TRANS","","","","","","",21140.00,"OTHER","OTHER","HQ","","",01/04/2000,"",/  /,"","",""
"A","107","ZSI","I","184","ZSI","Marian","A","Juarez",21245.70000,408.57120,10.21428,80.00000,"B",05/15/2010,12/31/2099,1.00000,385.44440,07/01/2001,0.000,"SECY2","Secretary II",01/23/1989,04/26/1992,"Ab/At","","","","","","",21245.70,"CORP","ADMIN","HQ","","",02/25/2011,"",/  /,"","",""
"A","101","ZSI","I","182.1","ZSI","Donald","A","Adams",155000.00000,12916.66667,74.51937,173.33300,"M",01/01/2007,10/28/2004,0.42000,5037.26539,03/20/2005,0.000,"PRES","President",02/12/1976,10/28/2004,"Ab/At","","","","","","",65100.00,"CORP","ADMIN","HQ","","",06/09/2010,"",/  /,"","",""
"A","101","ZSI","I","029","ZSI","Donald","A","Adams",155000.00000,12916.66667,74.51937,173.33300,"M",01/01/2006,04/01/2004,0.29000,5037.26539,03/20/2005,0.000,"PRES","President",02/12/1976,04/01/2004,"Ab/At","","","","","","",44950.00,"CORP","ADMIN","HQ","","",06/09/2010,"",/  /,"","",""
"A","700","ZSI","I","101","ZSI","Zaire","J","Daniels",72000.00000,0.00000,0.00000,86.66667,"S",02/02/2011,12/31/2099,1.00000,0.00000,01/06/2011,0.000,"100","AP Clerk",02/17/2005,11/02/2011,"Ab/At","","","","","","",72000.00,"NYC","DUR","ACCT","","",02/25/2011,"c",01/01/2003,"","",""
"A","700","ZSI","A","101","ZSI","Zairexxx","J","Daniels",72000.00000,0.00000,0.00000,86.66667,"S",05/05/2011,12/31/2099,1.00000,0.00000,01/06/2011,0.000,"100","AP Clerk",02/17/2005,05/05/2011,"BUD","","","","","","",72000.00,"NYC","DUR","ACCT","","",05/05/2011,"BUDG",11/02/2011,"","",""
"A","700","ZSI","A","101","ZSI","Zairexxx","J","Daniels",72000.00000,0.00000,0.00000,86.66667,"S",05/05/2011,12/31/2099,1.00000,0.00000,01/06/2011,0.000,"100","AP Clerk",02/17/2005,05/05/2011,"Ab/Jb","","","","","","",72000.00,"NYC","DUR","ACCT","","",05/05/2011,"BUDG",11/02/2011,"","",""
"A","700","ZSI","A","101","ZSI","Zairexxx","J","Daniels",72000.00000,0.00000,0.00000,86.66667,"S",05/05/2011,12/31/2099,1.00000,0.00000,01/06/2011,0.000,"100","AP Clerk",02/17/2005,05/05/2011,"Ab/Jb","","","","","","",72000.00,"NYC","DUR","ACCT","","",05/05/2011,"BUDG",11/02/2011,"","",""
"A","101","ZSI","A","029","ZSI","Donald","A","Adams",155000.00000,12916.66667,74.51937,173.33300,"M",04/26/2011,12/31/2099,0.20000,4676.92640,03/20/2005,0.000,"PRES","President",02/12/1976,04/26/2011,"BUD","","","","","","",31000.00,"CORP","ADMIN","HQ","","",04/26/2011,"MERIT",04/01/2004,"","",""
"A","101","ZSI","A","100-2","ZSI","Donald","A","Adams",155000.00000,12916.66667,74.51937,173.33300,"M",04/26/2011,12/31/2099,0.20000,4676.92640,03/20/2005,0.000,"PRES","President",02/12/1976,04/26/2011,"BUD","","","","","","",31000.00,"CORP","ADMIN","HQ","","",04/26/2011,"MERIT",04/01/2004,"","",""
"A","203","ZSI","A","100-2","ZSI","Duke","H","Darkwolf",40560.00000,780.00000,19.50000,80.00000,"B",03/08/1999,12/31/2099,1.00000,0.00000,07/01/2001,0.000,"TECH2","Technician II",03/08/1999,03/16/2011,"Ab/Py","","","","","","",40560.00,"ENGINEERING","HARDWARE","HQ","","",03/16/2011,"NEW HIRE",03/08/1999,"","",""
"A","700","ZSI","A","101","ZSI","Zairexxx","J","Daniels",72000.00000,0.00000,0.00000,86.66667,"S",05/05/2011,12/31/2099,1.00000,0.00000,01/06/2011,0.000,"100","AP Clerk",02/17/2005,05/05/2011,"Ab/Jb","","","","","","",72000.00,"NYC","DUR","ACCT","","",05/05/2011,"BUDG",11/03/2011,"","",""
"A","        2","ZTI","A","123","ZTI","Franco","L","Perez",52000.00000,2000.00000,25.00000,80.00000,"B",03/29/2011,12/31/2099,1.00000,0.00000,/  /,0.000,"MGRHR","Manager, Human Resources",01/01/2004,03/29/2011,"BUD","","","","","","",52000.00,"CORP","HR","EAST","","",03/29/2011,"NEW HIRE",01/01/2004,"","",""
"A","      130","ZSI","A","124","ZSI","Christine","E","Attwater",25303.49000,486.60560,12.16514,80.00000,"B",03/29/2011,12/31/2099,1.00000,466.05800,07/01/2001,0.000,"SECY3","Secretary III",07/12/1988,03/29/2011,"BUD","","","","","","",25303.49,"SALES/MKTG","SALES","HQ","","",03/29/2011,"PREVWPAY",07/12/1999,"","",""
"A","      118","ZSI","A","126","ZSI","Janet","A","Krause",40000.00000,1538.46154,19.23077,173.33300,"M",03/29/2011,12/31/2099,0.80000,1400.46154,07/01/2001,0.000,"SALES2","Sales Rep II",03/09/1988,03/29/2011,"BUD","","","","","","",32000.00,"SALES/MKTG","SALES","EAST","","",03/29/2011,"ADJUST",01/01/1999,"","",""
"A","125","ZSI","A","141","ZSI","Deana","Sue","DeWitt",56350.00000,2167.30769,27.09135,30.00000,"W",04/15/2004,12/31/2099,0.75000,600.00000,03/20/2005,0.000,"LINEIN","Assembly Line Ins",01/31/2000,03/16/2011,"Ab/Py","","","","","","",28550.67,"OPERATIONS","MAN","HQ","","",03/16/2011,"PROMO",04/15/2004,"","",""
"T","      141","ZSI","A","149","ZSI","Raymond","Randall","Rogers",13065.62000,502.52400,12.56310,80.00000,"B",03/29/2011,12/31/2099,1.00000,0.00000,/  /,0.000,"TECH1","Technician 1",12/31/2002,03/29/2011,"BUD","","","","","","",13065.62,"OTHER","OTHER","HQ","","",03/29/2011,"END",08/01/2003,"","",""
"A","101","ZSI","A","182.1","ZSI","Donald","A","Adams",155000.00000,12916.66667,74.51937,173.33300,"M",03/29/2011,12/31/2099,1.00000,4676.92640,03/20/2005,0.000,"PRES","President",02/12/1976,03/29/2011,"BUD","","","","","","",155000.00,"CORP","ADMIN","HQ","","",03/29/2011,"MERIT",04/01/2004,"","",""
"A","      105","ZSI","A","183","ZSI","Pepper","S","Bandana",26757.79000,514.57280,12.86432,80.00000,"B",03/29/2011,12/31/2099,1.00000,494.57280,07/01/2001,0.000,"OPER2","Machine Oper II",04/16/1988,03/29/2011,"BUD","","","","","","",26757.79,"OPERATIONS","MAN","HQ","","",03/29/2011,"PREVWPAY",01/01/2001,"","",""
"A","107","ZSI","A","184","ZSI","Marian","A","Juarez",21245.70000,408.57120,10.21428,80.00000,"B",03/29/2011,12/31/2099,1.00000,385.44440,07/01/2001,0.000,"SECY2","Secretary II",01/23/1989,03/29/2011,"BUD","","","","","","",21245.70,"CORP","ADMIN","HQ","","",03/29/2011,"PREVWPAY",05/15/2010,"","",""
"A","      105","ZSI","A","9999","ZSI","Pepper","S","Bandana",26757.79000,514.57280,12.86432,80.00000,"B",03/29/2011,12/31/2099,1.00000,494.57280,07/01/2001,0.000,"OPER2","Machine Oper II",04/16/1988,03/29/2011,"BUD","","","","","","",26757.79,"OPERATIONS","MAN","HQ","","",03/29/2011,"PREVWPAY",01/01/2001,"","",""
"A","700","ZSI","I","101","ZSI","Zairexxx","J","Daniels",72000.00000,0.00000,0.00000,86.66667,"S",05/05/2011,12/31/2099,1.00000,0.00000,01/06/2011,0.000,"100","AP Clerk",02/17/2005,11/06/2011,"Ab/At","","","","","","",72000.00,"NYC","DUR","ACCT","","",05/05/2011,"BUDG",11/06/2011,"","",""
"A","700","ZSI","A","101","ZSI","Zairexxx","J","Daniels",72000.00000,0.00000,0.00000,86.66667,"S",11/07/2011,12/31/2099,1.00000,0.00000,01/06/2011,0.000,"100","AP Clerk",02/17/2005,11/07/2011,"Ab/At","","","","","","",72000.00,"NYC","DUR","ACCT","","",05/05/2011,"BUDG",11/07/2011,"","",""
"A","700","ZSI","A","101","ZSI","Zairexxx","J","Daniels",72000.00000,0.00000,0.00000,86.66667,"S",11/07/2011,12/31/2099,1.00000,0.00000,01/06/2011,0.000,"100","AP Clerk",02/17/2005,05/05/2011,"Ab/Jb","","","","","","",72000.00,"NYC","DUR","ACCT","","",05/05/2011,"BUDG",11/07/2011,"","",""
"A","700","ZSI","A","101","ZSI","Zairexxx","J","Daniels",72000.00000,0.00000,0.00000,86.66667,"S",11/07/2011,12/31/2099,1.00000,0.00000,01/06/2011,0.000,"100","AP Clerk",02/17/2005,05/05/2011,"Ab/Jb","","","","","","",72000.00,"NYC","DUR","ACCT","","",05/05/2011,"BUDG",11/07/2011,"","",""
"A","700","ZSI","A","101","ZSI","Zairexxx","J","Daniels",72000.00000,0.00000,0.00000,86.66667,"S",11/07/2011,12/31/2099,1.00000,0.00000,01/06/2011,0.000,"100","AP Clerk",02/17/2005,05/05/2011,"Ab/Jb","","","","","","",72000.00,"NYC","DUR","ACCT","","",05/05/2011,"BUDG",11/08/2011,"","",""
"A","700","ZSI","A","101","ZSI","Zairexxx","J","Daniels",72000.00000,0.00000,0.00000,86.66667,"S",11/07/2011,12/31/2099,1.00000,0.00000,01/06/2011,0.000,"100","AP Clerk",02/17/2005,05/05/2011,"Ab/Jb","","","","","","",72000.00,"NYC","DUR","ACCT","","",05/05/2011,"BUDG",05/05/2011,"","",""
